train_hindimale_00065|वादन के समय मींड़ लेते वक्त वे सुरों में जो मोड़ घुमाव और दैवीय स्पर्श महसूस कराते हैं वह सुनने वाले को अपूर्व अनुभव देता है|वादन के समय मींड़ लेते वक्त वे सुरों में जो मोड़ घुमाव और दैवीय स्पर्श महसूस कराते हैं वह सुनने वाले को अपूर्व अनुभव देता है
train_hindimale_00066|लगता है कि बिस्मिल्ला खान मींड़ लेते वक्त शहनाई नहीं बजा रहे बल्कि शरीर के किसी घाव पर मरहम कर रहे हैं|लगता है कि बिस्मिल्ला खान मींड़ लेते वक्त शहनाई नहीं बजा रहे बल्कि शरीर के किसी घाव पर मरहम कर रहे हैं
train_hindimale_00067|शहनाई में मींड़ भरने की यह दिव्यता उनकी कला यात्रा का सबसे प्रमुख बिन्दु बन गयी है|शहनाई में मींड़ भरने की यह दिव्यता उनकी कला यात्रा का सबसे प्रमुख बिन्दु बन गयी है
train_hindimale_00068|शहनाई में मींड़ के काम पर चेतन करनानी की यह बात बिस्मिल्ला खान के उस घनघोर रियाज़ की ओर इशारा करती है|शहनाई में मींड़ के काम पर चेतन करनानी की यह बात बिस्मिल्ला खान के उस घनघोर रियाज़ की ओर इशारा करती है
train_hindimale_00069|यदि एक सुर का कोई कण सही पकड़ में आ गया तो समझो कि सारा संगीत तुम्हारी फूँक में उतर आयेगा|यदि एक सुर का कोई कण सही पकड़ में आ गया तो समझो कि सारा संगीत तुम्हारी फूँक में उतर आयेगा
train_hindimale_00070|सा और रे का फ़र्क करने की तमीज़ उन्हें मींड़ को बरतने के व्याकरण के सन्दर्भ में ही बचपन से सिखायी गयी थी|सा और रे का फ़र्क करने की तमीज़ उन्हें मींड़ को बरतने के व्याकरण के सन्दर्भ में ही बचपन से सिखायी गयी थी
train_hindimale_00071|संगीत के व्या करण का अनुशासन मिला हुआ है और पूरब की लोक लय व देसी धुनें शहनाई के प्याले में आकर ठहर गयी हैं|संगीत के व्या करण का अनुशासन मिला हुआ है और पूरब की लोक लय व देसी धुनें शहनाई के प्याले में आकर ठहर गयी हैं
train_hindimale_00072|वह इसी बात की ओर बार बार इशारा करती हैं कि संगीत के मींड़ व तान की तरह ही उनके जीवन में कला और रस एक सुर से दूसरे सुर तक बिना टूटे हुए पहुँचे हैं|वह इसी बात की ओर बार बार इशारा करती हैं कि संगीत के मींड़ व तान की तरह ही उनके जीवन में कला और रस एक सुर से दूसरे सुर तक बिना टूटे हुए पहुँचे हैं
train_hindimale_00073|वे एक साधारण इन्सान हैं जिनके भीतर आपको अनायास ही सहज मानवीयता के दर्शन होते हैं|वे एक साधारण इन्सान हैं जिनके भीतर आपको अनायास ही सहज मानवीयता के दर्शन होते हैं
train_hindimale_00074|ये खान साहब कोई दूसरे हैं|ये खान साहब कोई दूसरे हैं
train_hindimale_00075|उनसे मिलना मोमिन के उस शेर से मिलना है जहाँ वे यह दर्ज करते हैं तुम मेरे पास होते हो जब कोई दूसरा नहीं होता|उनसे मिलना मोमिन के उस शेर से मिलना है जहाँ वे यह दर्ज करते हैं तुम मेरे पास होते हो जब कोई दूसरा नहीं होता
train_hindimale_00076|यह कोई दूसरा न होने जैसा व्यक्ति एक उस्ताद हैं जो प्रेम में पगे हुए हैं|यह कोई दूसरा न होने जैसा व्यक्ति एक उस्ताद हैं जो प्रेम में पगे हुए हैं
train_hindimale_00077|उन्हें काशी से बेपनाह मुहब्बत है|उन्हें काशी से बेपनाह मुहब्बत है
train_hindimale_00078|वे शहनाई को अपनी प्रस्तुति का एक वाद्य यन्त्र नहीं मानते बल्कि उसे सखी और महबूबा कहते हैं|वे शहनाई को अपनी प्रस्तुति का एक वाद्य यन्त्र नहीं मानते बल्कि उसे सखी और महबूबा कहते हैं
train_hindimale_00079|अपनी पत्नी के गुजर जाने के बाद से उनकी यह महबूबा ही उनके सिरहाने बिस्तर पर साथ सोती है और अपने प्रेमी को दो एक क्षण खुद की खुशी बटोरने का बहाना देती है|अपनी पत्नी के गुजर जाने के बाद से उनकी यह महबूबा ही उनके सिरहाने बिस्तर पर साथ सोती है और अपने प्रेमी को दो एक क्षण खुद की खुशी बटोरने का बहाना देती है
train_hindimale_00080|वे आज भी बचपन में कचौड़ी खिलाने वाली कुलसुम को पूरी व्यग्रता से याद करते हैं|वे आज भी बचपन में कचौड़ी खिलाने वाली कुलसुम को पूरी व्यग्रता से याद करते हैं
train_hindimale_00081|अपने बड़े भाई शम्सुद्दीन का जब भी ज़िक्र करते हैं भीतर का जज़्बात दोनों आँखों की कोरों में पानी बनकर ठहर जाता है|अपने बड़े भाई शम्सुद्दीन का जब भी ज़िक्र करते हैं भीतर का जज़्बात दोनों आँखों की कोरों में पानी बनकर ठहर जाता है
train_hindimale_00082|हड़हा सराय से अलग वे कहीं जाना नहीं चाहते फिर वो लाहौर हो या लन्दन कोई फ़र्क नहीं पड़ता|हड़हा सराय से अलग वे कहीं जाना नहीं चाहते फिर वो लाहौर हो या लन्दन कोई फ़र्क नहीं पड़ता
train_hindimale_00083|अपने भरे पूरे कुनबे के साथ रहना और पाँचों वक्त की नमाज़ में संगीत की शुद्धता को मिला देना उन्हें बखूबी आता है|अपने भरे पूरे कुनबे के साथ रहना और पाँचों वक्त की नमाज़ में संगीत की शुद्धता को मिला देना उन्हें बखूबी आता है
train_hindimale_00084|गंगा के पानी के लिये उनकी श्रद्धा देखते बनती है|गंगा के पानी के लिये उनकी श्रद्धा देखते बनती है
train_hindimale_00085|देश में जब भी कोई फ़साद होता है तो हर एक से उस्ताद कहने लगते हैं कि भैया गंगा के पानी को छू लो और सुरीले बन जाओ फिर लड़ नहीं पाओगे|देश में जब भी कोई फ़साद होता है तो हर एक से उस्ताद कहने लगते हैं कि भैया गंगा के पानी को छू लो और सुरीले बन जाओ फिर लड़ नहीं पाओगे
train_hindimale_00086|वे प्रेम को इतने नज़दीक से महसूस करते हैं कि प्रेम का वितान रचने वाले रागों के पीछे पगलाये से घूमते हैं|वे प्रेम को इतने नज़दीक से महसूस करते हैं कि प्रेम का वितान रचने वाले रागों के पीछे पगलाये से घूमते हैं
train_hindimale_00087|अपने कमरे में जब बैठते हैं तब ऊपर आसमान की ओर ताकना उनकी फ़ितरत में शामिल है|अपने कमरे में जब बैठते हैं तब ऊपर आसमान की ओर ताकना उनकी फ़ितरत में शामिल है
train_hindimale_00088|लगता है उनकी शहनाई के सात सुरों ने ही ऊपर सात आसमान रचा है|लगता है उनकी शहनाई के सात सुरों ने ही ऊपर सात आसमान रचा है
train_hindimale_00089|खुदा और सुर संगीत और अज़ान जैसे उनके शरीर का पानी और रूह है|खुदा और सुर संगीत और अज़ान जैसे उनके शरीर का पानी और रूह है
train_hindimale_00090|उनका पूरा शरीर और व्यक्तित्व ही जैसे लय का बागीचा है जिसे उन्होंने ढेरों घरानों से अच्छे अच्छे फूल तोड़कर सजाया हुआ है|उनका पूरा शरीर और व्यक्तित्व ही जैसे लय का बागीचा है जिसे उन्होंने ढेरों घरानों से अच्छे अच्छे फूल तोड़कर सजाया हुआ है
train_hindimale_00091|इस बागीचे में आप शुरू से अन्त तक घूम आइये तो दुनिया भर की सुन्दर चीज़ों के साथ एक अनन्यता महसूस करेंगें|इस बागीचे में आप शुरू से अन्त तक घूम आइये तो दुनिया भर की सुन्दर चीज़ों के साथ एक अनन्यता महसूस करेंगें
train_hindimale_00092|कुल मिलाकर किस्सा कोताह यह कि बिस्मिल्ला खान सिर्फ़ एक कलाकार नहीं हैं वह मानवीय गरिमा की सबसे सरलतम अभि व्यक्ति हैं|कुल मिलाकर किस्सा कोताह यह कि बिस्मिल्ला खान सिर्फ़ एक कलाकार नहीं हैं वह मानवीय गरिमा की सबसे सरलतम अभि व्यक्ति हैं
train_hindimale_00093|उनके साथ होने में हमें अपने को थोड़ा बड़ा करने में मदद मिलती है|उनके साथ होने में हमें अपने को थोड़ा बड़ा करने में मदद मिलती है
train_hindimale_00094|आधा गाँव उपन्यास की पहली पंक्ति है|आधा गाँव उपन्यास की पहली पंक्ति है
train_hindimale_00095|गाज़ीपुर के पुराने क़िले में अब एक स्कूल है जहां गंगा की लहरों की आवाज़ तो आती है लेकिन इतिहास के गुनगुनाने या ठंडी सांसें लेने की आवाज़ नहीं आती|गाज़ीपुर के पुराने क़िले में अब एक स्कूल है जहां गंगा की लहरों की आवाज़ तो आती है लेकिन इतिहास के गुनगुनाने या ठंडी सांसें लेने की आवाज़ नहीं आती
train_hindimale_00096|अजीब सी पंक्ति नहीं है गंगा की लहरें जितनी मूर्त और यथार्थ हैं इतिहास उतना ही अमूर्त|अजीब सी पंक्ति नहीं है गंगा की लहरें जितनी मूर्त और यथार्थ हैं इतिहास उतना ही अमूर्त
train_hindimale_00097|गंगा की लहरों का क्या कोई इतिहास नहीं बिलाशक है राही मासूम रज़ा तीसरी ही पंक्ति में बता देते हैं|गंगा की लहरों का क्या कोई इतिहास नहीं बिलाशक है राही मासूम रज़ा तीसरी ही पंक्ति में बता देते हैं
train_hindimale_00098|गंदले पानी की इन महान धाराओं को न जाने कितनी कहानियाँ याद होंगी|गंदले पानी की इन महान धाराओं को न जाने कितनी कहानियाँ याद होंगी
train_hindimale_00099|इस्लाम और अन्य किसी भी धार्मिक अस्मिता के संदर्भ में यह देखा जा सकता है कि वे इलाकाई आधार पर बदलती रहती हैं और दूसरे उनके भीतर के कई द्वंद देखे जा सकते हैं|इस्लाम और अन्य किसी भी धार्मिक अस्मिता के संदर्भ में यह देखा जा सकता है कि वे इलाकाई आधार पर बदलती रहती हैं और दूसरे उनके भीतर के कई द्वंद देखे जा सकते हैं
train_hindimale_00100|राष्ट्रवाद सामुदायिक पहचान की तलाश में आसानी से धर्म की ओर मुड़ता है|राष्ट्रवाद सामुदायिक पहचान की तलाश में आसानी से धर्म की ओर मुड़ता है
train_hindimale_00101|राही मासूम रज़ा उस सांस्कृतिक पहचान को तलाशने का प्रयास करते हैं जो ज़मीन से उपजी है धर्म से नहीं|राही मासूम रज़ा उस सांस्कृतिक पहचान को तलाशने का प्रयास करते हैं जो ज़मीन से उपजी है धर्म से नहीं
train_hindimale_00102|लौंडा ठिठोली और हँसी कर रहा था तो फुन्नन मियाँ ने उठकर एक ऐसा तमाचा मारा कि उस्ताद जी के बायें की गमक दब गई|लौंडा ठिठोली और हँसी कर रहा था तो फुन्नन मियाँ ने उठकर एक ऐसा तमाचा मारा कि उस्ताद जी के बायें की गमक दब गई
train_hindimale_00103|महफ़िल में सन्नाटा छा गया|महफ़िल में सन्नाटा छा गया
